GEO_ID,NAME,DP04_0126E,DP04_0129E,DP04_0130E,DP04_0131E,DP04_0132E,DP04_0133E,DP04_0128E,DP04_0127E,DP04_0134E,DP04_0135E,DP04_0088E,DP04_0083E,DP04_0084E,DP04_0085E,DP04_0086E,DP04_0082E,DP04_0087E,DP04_0081E,DP04_0089E,DP04_0126PE,DP04_0129PE,DP04_0130PE,DP04_0131PE,DP04_0132PE,DP04_0133PE,DP04_0128PE,DP04_0127PE,DP04_0088PE,DP04_0083PE,DP04_0084PE,DP04_0085PE,DP04_0086PE,DP04_0082PE,DP04_0087PE,DP04_0081PE
1400000US19191950100,Census Tract 9501; Winneshiek County; Iowa,222,58,8,0,0,0,135,21,849,47,6,193,131,279,374,80,113,57,261600,222,26.1,3.6,0,0,0,60.8,9.5,0.5,15.7,10.6,22.6,30.3,6.5,9.2,4.6
1400000US19191950200,Census Tract 9502; Winneshiek County; Iowa,612,57,22,0,0,0,436,97,674,9,6,105,207,497,336,16,26,8,233300,612,9.3,3.6,0,0,0,71.2,15.8,0.5,8.7,17.2,41.4,28,1.3,2.2,0.7
1400000US19191950300,Census Tract 9503; Winneshiek County; Iowa,478,168,8,9,7,0,237,49,880,17,10,116,297,288,209,64,125,11,221200,478,35.1,1.7,1.9,1.5,0,49.6,10.3,0.9,10.4,26.5,25.7,18.7,5.7,11.2,1
1400000US19191950400,Census Tract 9504; Winneshiek County; Iowa,143,25,15,0,0,0,78,25,747,64,42,255,131,310,373,272,171,111,212800,143,17.5,10.5,0,0,0,54.5,17.5,2.5,15.3,7.9,18.6,22.4,16.3,10.3,6.7
1400000US19191950500,Census Tract 9505; Winneshiek County; Iowa,294,49,18,2,0,0,202,23,810,50,0,179,167,230,242,168,33,44,190900,294,16.7,6.1,0.7,0,0,68.7,7.8,0,16.8,15.7,21.6,22.8,15.8,3.1,4.1
1400000US19193000100,Census Tract 1; Woodbury County; Iowa,642,270,66,0,0,0,292,14,1015,32,0,213,95,63,0,454,0,268,83800,642,42.1,10.3,0,0,0,45.5,2.2,0,19.5,8.7,5.8,0,41.5,0,24.5
1400000US19193000201,Census Tract 2.01; Woodbury County; Iowa,135,96,0,0,0,0,31,8,1079,67,0,418,261,70,11,223,9,47,137400,135,71.1,0,0,0,0,23,5.9,0,40.2,25.1,6.7,1.1,21.5,0.9,4.5
1400000US19193000202,Census Tract 2.02; Woodbury County; Iowa,789,269,55,31,0,14,402,18,986,8,0,25,187,451,48,13,5,0,221100,789,34.1,7,3.9,0,1.8,51,2.3,0,3.4,25.7,61.9,6.6,1.8,0.7,0
1400000US19193000300,Census Tract 3; Woodbury County; Iowa,608,129,41,0,0,0,402,36,953,49,0,444,551,465,86,33,0,20,178000,608,21.2,6.7,0,0,0,66.1,5.9,0,27.8,34.5,29.1,5.4,2.1,0,1.3
1400000US19193000400,Census Tract 4; Woodbury County; Iowa,242,98,0,0,0,0,144,0,972,19,17,245,345,441,282,69,74,10,214800,242,40.5,0,0,0,0,59.5,0,1.1,16.5,23.3,29.7,19,4.7,5,0.7
1400000US19193000500,Census Tract 5; Woodbury County; Iowa,274,88,0,0,0,6,104,76,909,12,9,323,158,77,61,138,67,9,144400,274,32.1,0,0,0,2.2,38,27.7,1.1,38.4,18.8,9.1,7.2,16.4,8,1.1
1400000US19193000600,Census Tract 6; Woodbury County; Iowa,257,89,22,0,0,0,113,33,965,39,0,390,112,70,18,371,0,68,113300,257,34.6,8.6,0,0,0,44,12.8,0,37.9,10.9,6.8,1.7,36.1,0,6.6
1400000US19193000700,Census Tract 7; Woodbury County; Iowa,288,144,17,0,0,0,118,9,1043,39,0,226,141,247,91,95,13,49,162600,288,50,5.9,0,0,0,41,3.1,0,26.2,16.4,28.7,10.6,11,1.5,5.7
1400000US19193000800,Census Tract 8; Woodbury County; Iowa,576,146,38,0,0,0,367,25,874,0,0,398,180,68,0,299,0,94,113100,576,25.3,6.6,0,0,0,63.7,4.3,0,38.3,17.3,6.5,0,28.8,0,9
1400000US19193000900,Census Tract 9; Woodbury County; Iowa,204,33,0,0,0,0,157,14,826,0,0,230,128,168,115,56,0,4,174000,204,16.2,0,0,0,0,77,6.9,0,32.8,18.3,24,16.4,8,0,0.6
1400000US19193001000,Census Tract 10; Woodbury County; Iowa,400,83,7,71,0,13,190,36,841,5,0,137,21,14,10,63,0,7,115900,400,20.8,1.8,17.8,0,3.3,47.5,9,0,54.4,8.3,5.6,4,25,0,2.8
1400000US19193001100,Census Tract 11; Woodbury County; Iowa,603,250,0,0,0,0,285,68,918,14,0,403,142,70,0,231,0,72,119600,603,41.5,0,0,0,0,47.3,11.3,0,43.9,15.5,7.6,0,25.2,0,7.8
1400000US19193001200,Census Tract 12; Woodbury County; Iowa,597,70,0,0,0,0,500,27,780,0,0,166,0,40,0,298,10,33,92000,597,11.7,0,0,0,0,83.8,4.5,0,30.3,0,7.3,0,54.5,1.8,6
1400000US19193001300,Census Tract 13; Woodbury County; Iowa,477,94,0,11,0,0,289,83,677,0,0,54,2,0,0,80,0,5,95900,477,19.7,0,2.3,0,0,60.6,17.4,0,38.3,1.4,0,0,56.7,0,3.5
1400000US19193001400,Census Tract 14; Woodbury County; Iowa,457,153,22,0,0,0,282,0,931,0,0,240,84,38,0,469,0,114,96300,457,33.5,4.8,0,0,0,61.7,0,0,25.4,8.9,4,0,49.6,0,12.1
1400000US19193001500,Census Tract 15; Woodbury County; Iowa,640,138,0,0,0,0,315,187,800,0,0,45,0,8,0,120,0,76,64600,640,21.6,0,0,0,0,49.2,29.2,0,18.1,0,3.2,0,48.2,0,30.5
1400000US19193001801,Census Tract 18.01; Woodbury County; Iowa,504,181,66,0,0,0,257,0,995,34,0,418,315,115,0,122,0,22,141800,504,35.9,13.1,0,0,0,51,0,0,42.1,31.8,11.6,0,12.3,0,2.2
1400000US19193001802,Census Tract 18.02; Woodbury County; Iowa,293,24,1,0,0,83,158,27,857,0,0,115,96,252,5,82,0,0,172400,293,8.2,0.3,0,0,28.3,53.9,9.2,0,20.9,17.5,45.8,0.9,14.9,0,0
1400000US19193001900,Census Tract 19; Woodbury County; Iowa,295,159,0,0,0,0,121,15,1033,29,0,225,314,127,14,168,0,10,153100,295,53.9,0,0,0,0,41,5.1,0,26.2,36.6,14.8,1.6,19.6,0,1.2
1400000US19193002000,Census Tract 20; Woodbury County; Iowa,790,217,16,0,14,0,543,0,937,0,0,462,384,68,31,268,18,13,138700,790,27.5,2,0,1.8,0,68.7,0,0,37.1,30.9,5.5,2.5,21.5,1.4,1
1400000US19193002101,Census Tract 21.01; Woodbury County; Iowa,70,52,7,0,0,0,11,0,1316,5,0,204,603,447,108,40,21,0,190600,70,74.3,10,0,0,0,15.7,0,0,14.3,42.4,31.4,7.6,2.8,1.5,0
1400000US19193002102,Census Tract 21.02; Woodbury County; Iowa,753,349,93,41,0,0,213,57,1142,0,0,365,490,815,207,66,44,151,199700,753,46.3,12.4,5.4,0,0,28.3,7.6,0,17.1,22.9,38.1,9.7,3.1,2.1,7.1
1400000US19193003100,Census Tract 31; Woodbury County; Iowa,171,40,4,0,0,0,91,36,814,61,9,236,108,125,109,458,15,164,98600,171,23.4,2.3,0,0,0,53.2,21.1,0.7,19.3,8.8,10.2,8.9,37.4,1.2,13.4
1400000US19193003200,Census Tract 32; Woodbury County; Iowa,281,74,2,0,0,8,150,47,824,16,0,193,341,347,480,141,45,35,221900,281,26.3,0.7,0,0,2.8,53.4,16.7,0,12.2,21.6,21.9,30.3,8.9,2.8,2.2
1400000US19193003301,Census Tract 33.01; Woodbury County; Iowa,468,157,144,0,0,0,121,46,1155,10,0,74,128,423,463,34,27,77,263600,468,33.5,30.8,0,0,0,25.9,9.8,0,6,10.4,34.5,37.8,2.8,2.2,6.3
1400000US19193003302,Census Tract 33.02; Woodbury County; Iowa,91,0,10,0,0,0,81,0,888,18,15,161,142,104,388,19,315,17,372000,91,0,11,0,0,0,89,0,1.3,13.9,12.2,9,33.4,1.6,27.1,1.5
1400000US19193003500,Census Tract 35; Woodbury County; Iowa,217,102,0,0,0,0,102,13,919,34,29,156,253,407,157,211,75,141,186000,217,47,0,0,0,0,47,6,2,10.9,17.7,28.5,11,14.8,5.2,9.9
1400000US19193003600,Census Tract 36; Woodbury County; Iowa,1192,107,0,0,0,0,757,328,662,14,0,18,59,58,9,25,0,16,164200,1192,9,0,0,0,0,63.5,27.5,0,9.7,31.9,31.4,4.9,13.5,0,8.6
1400000US19193940200,Census Tract 9402; Woodbury County; Iowa,0,0,0,0,0,0,0,0,-,0,0,0,0,0,0,0,0,0,-,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1400000US19195690100,Census Tract 6901; Worth County; Iowa,164,35,4,0,13,0,63,49,650,25,0,273,136,149,44,227,21,48,124400,164,21.3,2.4,0,7.9,0,38.4,29.9,0,30.4,15.1,16.6,4.9,25.3,2.3,5.3
1400000US19195690200,Census Tract 6902; Worth County; Iowa,159,22,0,0,0,0,131,6,842,32,5,135,170,143,78,167,24,38,158300,159,13.8,0,0,0,0,82.4,3.8,0.7,17.8,22.4,18.8,10.3,22,3.2,5
1400000US19195690300,Census Tract 6903; Worth County; Iowa,314,54,0,0,0,0,154,106,634,30,3,173,143,92,57,279,0,61,115100,314,17.2,0,0,0,0,49,33.8,0.4,21.4,17.7,11.4,7.1,34.5,0,7.5
1400000US19197680100,Census Tract 6801; Wright County; Iowa,226,14,8,0,0,0,197,7,749,25,12,297,136,148,85,354,13,37,121600,226,6.2,3.5,0,0,0,87.2,3.1,1.1,27.4,12.6,13.7,7.9,32.7,1.2,3.4
1400000US19197680200,Census Tract 6802; Wright County; Iowa,59,0,0,0,0,0,45,14,725,29,0,93,86,101,35,168,2,95,110500,59,0,0,0,0,0,76.3,23.7,0,16,14.8,17.4,6,29,0.3,16.4
1400000US19197680300,Census Tract 6803; Wright County; Iowa,475,15,35,10,0,0,337,78,708,35,0,220,130,142,84,300,0,139,114800,475,3.2,7.4,2.1,0,0,70.9,16.4,0,21.7,12.8,14,8.3,29.6,0,13.7
1400000US19197680400,Census Tract 6804; Wright County; Iowa,56,9,0,0,0,0,46,1,638,40,0,39,36,30,15,119,0,133,73800,56,16.1,0,0,0,0,82.1,1.8,0,10.5,9.7,8.1,4,32,0,35.8
1400000US19197680500,Census Tract 6805; Wright County; Iowa,416,127,0,0,0,0,201,88,841,31,0,270,88,12,37,379,0,146,95500,416,30.5,0,0,0,0,48.3,21.2,0,29,9.4,1.3,4,40.7,0,15.7
