GEO_ID,NAME,DP05_0089E,DP05_0091E,DP05_0090E,DP05_0073E,DP05_0078E,DP05_0081E,DP05_0082E,DP05_0080E,DP05_0083E,DP05_0084E,DP05_0085E,DP05_0087E,DP05_0086E,DP05_0079E,DP05_0001E,DP05_0007E,DP05_0008E,DP05_0009E,DP05_0010E,DP05_0011E,DP05_0012E,DP05_0006E,DP05_0013E,DP05_0014E,DP05_0015E,DP05_0016E,DP05_0017E,DP05_0003E,DP05_0002E,DP05_0018E,DP05_0005E,DP05_0089PE,DP05_0091PE,DP05_0090PE,DP05_0073PE,DP05_0078PE,DP05_0081PE,DP05_0082PE,DP05_0080PE,DP05_0083PE,DP05_0084PE,DP05_0085PE,DP05_0087PE,DP05_0086PE,DP05_0079PE,DP05_0001PE,DP05_0007PE,DP05_0008PE,DP05_0009PE,DP05_0010PE,DP05_0011PE,DP05_0012PE,DP05_0006PE,DP05_0013PE,DP05_0014PE,DP05_0015PE,DP05_0016PE,DP05_0003PE,DP05_0002PE,DP05_0005PE
1400000US19049050812,Census Tract 508.12; Dallas County; Iowa,2975,1706,1269,206,3948,0,155,107,0,19,230,214,16,3437,4154,176,262,134,614,618,278,344,245,276,383,189,328,2336,1818,39.6,307,2975,57.3,42.7,5,95,0,3.7,2.6,0,0.5,5.5,5.2,0.4,82.7,4154,4.2,6.3,3.2,14.8,14.9,6.7,8.3,5.9,6.6,9.2,4.5,56.2,43.8,7.4
1400000US19049050813,Census Tract 508.13; Dallas County; Iowa,1667,761,906,266,1785,0,54,0,0,0,12,12,0,1719,2051,140,165,143,398,275,553,110,45,80,39,69,0,1027,1024,35.7,34,1667,45.7,54.3,13,87,0,2.6,0,0,0,0.6,0.6,0,83.8,2051,6.8,8,7,19.4,13.4,27,5.4,2.2,3.9,1.9,3.4,50.1,49.9,1.7
1400000US19049050814,Census Tract 508.14; Dallas County; Iowa,3363,1581,1782,19,4767,24,705,121,0,0,269,90,179,3648,4786,459,370,328,653,836,796,258,353,91,207,119,0,2300,2486,35.1,316,3363,47,53,0.4,99.6,0.5,14.7,2.5,0,0,5.6,1.9,3.7,76.2,4786,9.6,7.7,6.9,13.6,17.5,16.6,5.4,7.4,1.9,4.3,2.5,48.1,51.9,6.6
1400000US19049050815,Census Tract 508.15; Dallas County; Iowa,3333,1676,1657,352,4328,0,531,19,0,64,344,170,174,3370,4680,133,259,283,1407,574,417,169,213,84,202,355,121,2324,2356,32,463,3333,50.3,49.7,7.5,92.5,0,11.3,0.4,0,1.4,7.4,3.6,3.7,72,4680,2.8,5.5,6,30.1,12.3,8.9,3.6,4.6,1.8,4.3,7.6,49.7,50.3,9.9
1400000US19049050816,Census Tract 508.16; Dallas County; Iowa,4008,1941,2067,127,5037,0,509,93,0,0,285,285,0,4150,5164,97,140,990,1359,744,209,306,264,257,419,34,180,2523,2641,30.1,165,4008,48.4,51.6,2.5,97.5,0,9.9,1.8,0,0,5.5,5.5,0,80.4,5164,1.9,2.7,19.2,26.3,14.4,4,5.9,5.1,5,8.1,0.7,48.9,51.1,3.2
1400000US19049050817,Census Tract 508.17; Dallas County; Iowa,4277,2108,2169,309,6671,0,836,25,0,0,523,121,402,5287,6980,439,268,292,1428,1376,631,514,406,172,279,53,24,3316,3664,32.4,1098,4277,49.3,50.7,4.4,95.6,0,12,0.4,0,0,7.5,1.7,5.8,75.7,6980,6.3,3.8,4.2,20.5,19.7,9,7.4,5.8,2.5,4,0.8,47.5,52.5,15.7
1400000US19049050818,Census Tract 508.18; Dallas County; Iowa,2353,1207,1146,190,3152,0,84,117,0,0,278,110,168,2673,3342,247,59,51,728,653,408,340,174,156,256,31,42,1639,1703,35.8,197,2353,51.3,48.7,5.7,94.3,0,2.5,3.5,0,0,8.3,3.3,5,80,3342,7.4,1.8,1.5,21.8,19.5,12.2,10.2,5.2,4.7,7.7,0.9,49,51,5.9
1400000US19049050901,Census Tract 509.01; Dallas County; Iowa,2201,1117,1084,180,2996,0,149,221,0,0,262,262,0,2364,3176,432,197,257,402,553,335,212,195,188,225,53,13,1564,1612,34.7,114,2201,50.7,49.3,5.7,94.3,0,4.7,7,0,0,8.2,8.2,0,74.4,3176,13.6,6.2,8.1,12.7,17.4,10.5,6.7,6.1,5.9,7.1,1.7,49.2,50.8,3.6
1400000US19049050902,Census Tract 509.02; Dallas County; Iowa,4307,2186,2121,314,5762,8,142,17,0,34,72,61,11,5489,6076,501,351,188,608,1124,903,511,329,321,575,244,60,3145,2931,39.8,361,4307,50.8,49.2,5.2,94.8,0.1,2.3,0.3,0,0.6,1.2,1,0.2,90.3,6076,8.2,5.8,3.1,10,18.5,14.9,8.4,5.4,5.3,9.5,4,51.8,48.2,5.9
1400000US19051080100,Census Tract 801; Davis County; Iowa,2992,1443,1549,72,3995,0,42,0,0,85,87,87,0,3781,4067,326,243,182,453,513,476,272,268,306,477,200,80,1943,2124,40.4,271,2992,48.2,51.8,1.8,98.2,0,1,0,0,2.1,2.1,2.1,0,93,4067,8,6,4.5,11.1,12.6,11.7,6.7,6.6,7.5,11.7,4.9,47.8,52.2,6.7
1400000US19051080200,Census Tract 802; Davis County; Iowa,3363,1686,1677,83,4943,0,0,0,0,0,44,35,9,4899,5026,394,399,322,552,457,490,443,238,328,421,253,186,2514,2512,32.1,543,3363,50.1,49.9,1.7,98.3,0,0,0,0,0,0.9,0.7,0.2,97.5,5026,7.8,7.9,6.4,11,9.1,9.7,8.8,4.7,6.5,8.4,5,50,50,10.8
1400000US19053960100,Census Tract 9601; Decatur County; Iowa,1654,800,854,78,2085,0,5,0,0,15,28,17,11,2037,2163,113,123,78,276,222,318,199,152,135,250,113,60,1015,1148,42.5,124,1654,48.4,51.6,3.6,96.4,0,0.2,0,0,0.7,1.3,0.8,0.5,94.2,2163,5.2,5.7,3.6,12.8,10.3,14.7,9.2,7,6.2,11.6,5.2,46.9,53.1,5.7
1400000US19053960200,Census Tract 9602; Decatur County; Iowa,2739,1305,1434,148,3543,20,42,95,1,0,173,155,18,3212,3691,221,493,495,390,282,286,201,204,200,365,235,68,1810,1881,30.5,251,2739,47.6,52.4,4,96,0.5,1.1,2.6,0,0,4.7,4.2,0.5,87,3691,6,13.4,13.4,10.6,7.6,7.7,5.4,5.5,5.4,9.9,6.4,49,51,6.8
1400000US19053960300,Census Tract 9603; Decatur County; Iowa,1465,774,691,30,1800,0,0,1,0,0,33,13,20,1766,1830,133,70,260,106,205,126,85,157,108,245,174,84,947,883,43,77,1465,52.8,47.2,1.6,98.4,0,0,0.1,0,0,1.8,0.7,1.1,96.5,1830,7.3,3.8,14.2,5.8,11.2,6.9,4.6,8.6,5.9,13.4,9.5,51.7,48.3,4.2
1400000US19055950100,Census Tract 9501; Delaware County; Iowa,2946,1420,1526,67,3844,0,0,0,0,0,29,29,0,3815,3911,249,350,179,444,370,507,201,242,326,458,229,61,1896,2015,43,295,2946,48.2,51.8,1.7,98.3,0,0,0,0,0,0.7,0.7,0,97.5,3911,6.4,8.9,4.6,11.4,9.5,13,5.1,6.2,8.3,11.7,5.9,48.5,51.5,7.5
1400000US19055950200,Census Tract 9502; Delaware County; Iowa,2321,1165,1156,91,3046,15,34,0,0,0,82,73,9,2915,3137,331,228,144,240,409,398,159,297,203,294,164,101,1588,1549,41.1,169,2321,50.2,49.8,2.9,97.1,0.5,1.1,0,0,0,2.6,2.3,0.3,92.9,3137,10.6,7.3,4.6,7.7,13,12.7,5.1,9.5,6.5,9.4,5.2,50.6,49.4,5.4
1400000US19055950300,Census Tract 9503; Delaware County; Iowa,4173,2115,2058,109,5031,0,0,0,0,0,217,202,15,4814,5140,257,273,312,465,400,477,271,431,513,644,491,288,2510,2630,50,318,4173,50.7,49.3,2.1,97.9,0,0,0,0,0,4.2,3.9,0.3,93.7,5140,5,5.3,6.1,9,7.8,9.3,5.3,8.4,10,12.5,9.6,48.8,51.2,6.2
1400000US19055950400,Census Tract 9504; Delaware County; Iowa,3895,1892,2003,15,5320,0,2,1,0,60,77,15,62,5180,5335,444,291,272,454,771,634,428,511,388,584,198,50,2585,2750,40.7,310,3895,48.6,51.4,0.3,99.7,0,0,0,0,1.1,1.4,0.3,1.2,97.1,5335,8.3,5.5,5.1,8.5,14.5,11.9,8,9.6,7.3,10.9,3.7,48.5,51.5,5.8
1400000US19057000200,Census Tract 2; Des Moines County; Iowa,2126,1127,999,168,2587,0,11,68,1,31,156,134,22,2320,2755,224,171,81,340,290,410,164,221,246,279,98,127,1398,1357,45.1,104,2126,53,47,6.1,93.9,0,0.4,2.5,0,1.1,5.7,4.9,0.8,84.2,2755,8.1,6.2,2.9,12.3,10.5,14.9,6,8,8.9,10.1,3.6,50.7,49.3,3.8
1400000US19057000300,Census Tract 3; Des Moines County; Iowa,2335,1472,863,170,3112,0,245,338,0,0,206,190,16,2323,3282,186,120,224,424,293,239,380,165,287,381,278,140,2068,1214,40.7,165,2335,63,37,5.2,94.8,0,7.5,10.3,0,0,6.3,5.8,0.5,70.8,3282,5.7,3.7,6.8,12.9,8.9,7.3,11.6,5,8.7,11.6,8.5,63,37,5
1400000US19057000400,Census Tract 4; Des Moines County; Iowa,2808,1164,1644,379,3247,0,0,128,0,0,194,194,0,2925,3626,198,332,252,491,341,509,218,291,231,299,210,82,1533,2093,40.7,172,2808,41.5,58.5,10.5,89.5,0,0,3.5,0,0,5.4,5.4,0,80.7,3626,5.5,9.2,6.9,13.5,9.4,14,6,8,6.4,8.2,5.8,42.3,57.7,4.7
1400000US19057000500,Census Tract 5; Des Moines County; Iowa,3462,1641,1821,43,4585,0,0,576,0,0,262,246,16,3747,4628,209,372,196,460,674,365,285,203,533,819,64,62,2284,2344,39.1,386,3462,47.4,52.6,0.9,99.1,0,0,12.4,0,0,5.7,5.3,0.3,81,4628,4.5,8,4.2,9.9,14.6,7.9,6.2,4.4,11.5,17.7,1.4,49.4,50.6,8.3
1400000US19057000600,Census Tract 6; Des Moines County; Iowa,2966,1406,1560,237,3461,8,30,155,0,0,107,107,0,3161,3698,186,314,216,483,523,347,151,293,291,431,244,100,1827,1871,42.4,119,2966,47.4,52.6,6.4,93.6,0.2,0.8,4.2,0,0,2.9,2.9,0,85.5,3698,5,8.5,5.8,13.1,14.1,9.4,4.1,7.9,7.9,11.7,6.6,49.4,50.6,3.2
1400000US19057000700,Census Tract 7; Des Moines County; Iowa,2512,1447,1065,50,3095,0,78,112,0,0,125,53,72,2780,3145,101,195,142,244,312,364,221,241,209,450,311,263,1716,1429,52.4,92,2512,57.6,42.4,1.6,98.4,0,2.5,3.6,0,0,4,1.7,2.3,88.4,3145,3.2,6.2,4.5,7.8,9.9,11.6,7,7.7,6.6,14.3,9.9,54.6,45.4,2.9
1400000US19057000800,Census Tract 8; Des Moines County; Iowa,2675,1355,1320,76,3446,0,0,523,0,0,242,94,148,2681,3522,211,281,359,303,568,320,223,182,189,256,242,137,1652,1870,38.6,251,2675,50.7,49.3,2.2,97.8,0,0,14.8,0,0,6.9,2.7,4.2,76.1,3522,6,8,10.2,8.6,16.1,9.1,6.3,5.2,5.4,7.3,6.9,46.9,53.1,7.1
1400000US19057000900,Census Tract 9; Des Moines County; Iowa,2666,1369,1297,56,3508,0,0,9,0,0,247,247,0,3252,3564,413,197,132,429,426,478,222,183,231,512,153,82,1854,1710,43,106,2666,51.4,48.6,1.6,98.4,0,0,0.3,0,0,6.9,6.9,0,91.2,3564,11.6,5.5,3.7,12,12,13.4,6.2,5.1,6.5,14.4,4.3,52,48,3
1400000US19057001000,Census Tract 10; Des Moines County; Iowa,3414,1762,1652,216,4507,0,49,68,0,0,143,141,2,4247,4723,305,236,166,647,602,513,284,353,309,513,240,98,2337,2386,38.8,457,3414,51.6,48.4,4.6,95.4,0,1,1.4,0,0,3,3,0,89.9,4723,6.5,5,3.5,13.7,12.7,10.9,6,7.5,6.5,10.9,5.1,49.5,50.5,9.7
1400000US19057001100,Census Tract 11; Des Moines County; Iowa,2635,1398,1237,43,3241,0,6,0,0,8,14,14,0,3213,3284,134,117,214,310,303,488,157,273,271,467,200,101,1769,1515,49.2,249,2635,53.1,46.9,1.3,98.7,0,0.2,0,0,0.2,0.4,0.4,0,97.8,3284,4.1,3.6,6.5,9.4,9.2,14.9,4.8,8.3,8.3,14.2,6.1,53.9,46.1,7.6
1400000US19057001200,Census Tract 12; Des Moines County; Iowa,1991,986,1005,26,2571,1,27,49,0,0,98,98,0,2396,2597,150,147,98,299,329,498,195,144,137,275,102,31,1268,1329,40.8,192,1991,49.5,50.5,1,99,0,1,1.9,0,0,3.8,3.8,0,92.3,2597,5.8,5.7,3.8,11.5,12.7,19.2,7.5,5.5,5.3,10.6,3.9,48.8,51.2,7.4
1400000US19059450200,Census Tract 4502; Dickinson County; Iowa,1898,875,1023,106,2311,7,20,0,0,0,44,44,0,2240,2417,94,212,97,333,351,313,163,148,107,302,138,59,1127,1290,40.3,100,1898,46.1,53.9,4.4,95.6,0.3,0.8,0,0,0,1.8,1.8,0,92.7,2417,3.9,8.8,4,13.8,14.5,12.9,6.7,6.1,4.4,12.5,5.7,46.6,53.4,4.1
1400000US19059450501,Census Tract 4505.01; Dickinson County; Iowa,1824,1016,808,1,2389,0,0,9,0,0,133,133,0,2247,2390,106,106,230,244,266,150,208,180,151,347,101,103,1318,1072,39.7,198,1824,55.7,44.3,0,100,0,0,0.4,0,0,5.6,5.6,0,94,2390,4.4,4.4,9.6,10.2,11.1,6.3,8.7,7.5,6.3,14.5,4.2,55.1,44.9,8.3
1400000US19059450502,Census Tract 4505.02; Dickinson County; Iowa,2240,1213,1027,128,2802,0,0,2,0,0,176,65,111,2624,2930,257,126,222,390,332,348,218,107,134,346,186,221,1493,1437,40.8,43,2240,54.2,45.8,4.4,95.6,0,0,0.1,0,0,6,2.2,3.8,89.6,2930,8.8,4.3,7.6,13.3,11.3,11.9,7.4,3.7,4.6,11.8,6.3,51,49,1.5
1400000US19059450800,Census Tract 4508; Dickinson County; Iowa,2549,1253,1296,161,3282,0,0,9,0,0,63,23,40,3210,3443,318,267,98,346,376,480,205,228,222,455,182,105,1671,1772,43.7,161,2549,49.2,50.8,4.7,95.3,0,0,0.3,0,0,1.8,0.7,1.2,93.2,3443,9.2,7.8,2.8,10,10.9,13.9,6,6.6,6.4,13.2,5.3,48.5,51.5,4.7
1400000US19059451000,Census Tract 4510; Dickinson County; Iowa,2175,1025,1150,7,2623,0,124,0,0,0,9,1,8,2490,2630,85,73,59,169,347,353,110,267,394,464,195,30,1312,1318,55.4,84,2175,47.1,52.9,0.3,99.7,0,4.7,0,0,0,0.3,0,0.3,94.7,2630,3.2,2.8,2.2,6.4,13.2,13.4,4.2,10.2,15,17.6,7.4,49.9,50.1,3.2
1400000US19059451100,Census Tract 4511; Dickinson County; Iowa,3325,1734,1591,51,3831,1,38,1,0,0,33,26,7,3758,3882,82,178,122,291,326,312,109,317,415,802,606,132,1928,1954,60.1,190,3325,52.2,47.8,1.3,98.7,0,1,0,0,0,0.9,0.7,0.2,96.8,3882,2.1,4.6,3.1,7.5,8.4,8,2.8,8.2,10.7,20.7,15.6,49.7,50.3,4.9
1400000US19061000100,Census Tract 1; Dubuque County; Iowa,2023,1027,996,164,2251,0,76,306,0,0,73,26,47,1796,2415,166,18,462,472,276,265,50,131,162,249,47,13,1228,1187,33.6,104,2023,50.8,49.2,6.8,93.2,0,3.1,12.7,0,0,3,1.1,1.9,74.4,2415,6.9,0.7,19.1,19.5,11.4,11,2.1,5.4,6.7,10.3,1.9,50.8,49.2,4.3
1400000US19061000300,Census Tract 3; Dubuque County; Iowa,1603,824,779,15,2079,36,18,208,0,0,92,92,0,1725,2094,160,95,83,256,201,331,173,193,82,208,146,92,991,1103,45.2,74,1603,51.4,48.6,0.7,99.3,1.7,0.9,9.9,0,0,4.4,4.4,0,82.4,2094,7.6,4.5,4,12.2,9.6,15.8,8.3,9.2,3.9,9.9,7,47.3,52.7,3.5
1400000US19061000400,Census Tract 4; Dubuque County; Iowa,3050,1514,1536,58,3609,14,34,281,0,32,18,18,0,3230,3667,83,269,194,306,568,331,164,308,396,381,322,172,1859,1808,46.9,173,3050,49.6,50.4,1.6,98.4,0.4,0.9,7.7,0,0.9,0.5,0.5,0,88.1,3667,2.3,7.3,5.3,8.3,15.5,9,4.5,8.4,10.8,10.4,8.8,50.7,49.3,4.7
1400000US19061000500,Census Tract 5; Dubuque County; Iowa,2797,1341,1456,167,3529,0,0,310,132,0,267,241,26,2820,3696,213,212,300,445,690,339,263,301,169,268,181,52,1882,1814,36.6,263,2797,47.9,52.1,4.5,95.5,0,0,8.4,3.6,0,7.2,6.5,0.7,76.3,3696,5.8,5.7,8.1,12,18.7,9.2,7.1,8.1,4.6,7.3,4.9,50.9,49.1,7.1
1400000US19061000600,Census Tract 6; Dubuque County; Iowa,2387,1117,1270,302,2676,0,1,128,0,0,180,180,0,2367,2978,142,231,518,403,384,472,68,84,184,257,80,9,1346,1632,34.2,146,2387,46.8,53.2,10.1,89.9,0,0,4.3,0,0,6,6,0,79.5,2978,4.8,7.8,17.4,13.5,12.9,15.8,2.3,2.8,6.2,8.6,2.7,45.2,54.8,4.9
1400000US19061000701,Census Tract 7.01; Dubuque County; Iowa,2909,1442,1467,252,3415,22,91,82,197,7,122,122,0,2894,3667,138,828,1084,409,279,164,114,169,106,159,82,1,1913,1754,21.9,134,2909,49.6,50.4,6.9,93.1,0.6,2.5,2.2,5.4,0.2,3.3,3.3,0,78.9,3667,3.8,22.6,29.6,11.2,7.6,4.5,3.1,4.6,2.9,4.3,2.2,52.2,47.8,3.7
1400000US19061000702,Census Tract 7.02; Dubuque County; Iowa,2657,1431,1226,5,3424,1,222,64,19,0,192,182,10,2926,3429,47,40,268,769,409,314,216,105,355,358,110,98,1670,1759,36.2,340,2657,53.9,46.1,0.1,99.9,0,6.5,1.9,0.6,0,5.6,5.3,0.3,85.3,3429,1.4,1.2,7.8,22.4,11.9,9.2,6.3,3.1,10.4,10.4,3.2,48.7,51.3,9.9
1400000US19061000801,Census Tract 8.01; Dubuque County; Iowa,3042,1622,1420,159,3817,0,0,4,0,22,226,174,52,3565,3976,328,210,185,482,373,411,243,352,234,420,389,154,2019,1957,43.8,195,3042,53.3,46.7,4,96,0,0,0.1,0,0.6,5.7,4.4,1.3,89.7,3976,8.2,5.3,4.7,12.1,9.4,10.3,6.1,8.9,5.9,10.6,9.8,50.8,49.2,4.9
1400000US19061000802,Census Tract 8.02; Dubuque County; Iowa,2665,1434,1231,172,3325,0,7,22,0,0,48,29,19,3248,3497,200,113,59,442,339,404,240,247,195,601,217,167,2002,1495,47.8,273,2665,53.8,46.2,4.9,95.1,0,0.2,0.6,0,0,1.4,0.8,0.5,92.9,3497,5.7,3.2,1.7,12.6,9.7,11.6,6.9,7.1,5.6,17.2,6.2,57.2,42.8,7.8
1400000US19061000900,Census Tract 9; Dubuque County; Iowa,3249,1492,1757,120,3730,6,18,164,0,10,120,93,27,3412,3850,187,505,755,601,322,312,81,237,195,320,131,87,1817,2033,29.7,117,3249,45.9,54.1,3.1,96.9,0.2,0.5,4.3,0,0.3,3.1,2.4,0.7,88.6,3850,4.9,13.1,19.6,15.6,8.4,8.1,2.1,6.2,5.1,8.3,3.4,47.2,52.8,3
1400000US19061001101,Census Tract 11.01; Dubuque County; Iowa,2381,1091,1290,0,3232,0,28,59,0,0,178,178,0,2967,3232,250,154,176,586,292,350,208,157,277,390,173,71,1619,1613,37.5,148,2381,45.8,54.2,0,100,0,0.9,1.8,0,0,5.5,5.5,0,91.8,3232,7.7,4.8,5.4,18.1,9,10.8,6.4,4.9,8.6,12.1,5.4,50.1,49.9,4.6
1400000US19061001103,Census Tract 11.03; Dubuque County; Iowa,1774,895,879,10,2803,0,21,341,0,0,171,171,0,2270,2813,155,114,12,405,448,214,449,120,164,139,179,79,1336,1477,30.8,335,1774,50.5,49.5,0.4,99.6,0,0.7,12.1,0,0,6.1,6.1,0,80.7,2813,5.5,4.1,0.4,14.4,15.9,7.6,16,4.3,5.8,4.9,6.4,47.5,52.5,11.9
1400000US19061001104,Census Tract 11.04; Dubuque County; Iowa,3441,1783,1658,6,4367,0,7,0,0,0,123,85,38,4237,4373,103,248,211,300,620,601,327,226,368,537,443,26,2250,2123,45.2,363,3441,51.8,48.2,0.1,99.9,0,0.2,0,0,0,2.8,1.9,0.9,96.9,4373,2.4,5.7,4.8,6.9,14.2,13.7,7.5,5.2,8.4,12.3,10.1,51.5,48.5,8.3
1400000US19061001201,Census Tract 12.01; Dubuque County; Iowa,3073,1713,1360,118,3598,4,8,24,0,0,104,104,0,3458,3716,205,232,355,559,261,219,209,196,248,494,462,173,2039,1677,40.4,103,3073,55.7,44.3,3.2,96.8,0.1,0.2,0.6,0,0,2.8,2.8,0,93.1,3716,5.5,6.2,9.6,15,7,5.9,5.6,5.3,6.7,13.3,12.4,54.9,45.1,2.8
1400000US19061001202,Census Tract 12.02; Dubuque County; Iowa,1740,1019,721,41,2177,22,22,207,63,0,60,60,0,1803,2218,58,102,238,311,204,170,164,218,126,292,115,92,1257,961,41,128,1740,58.6,41.4,1.8,98.2,1,1,9.3,2.8,0,2.7,2.7,0,81.3,2218,2.6,4.6,10.7,14,9.2,7.7,7.4,9.8,5.7,13.2,5.2,56.7,43.3,5.8
1400000US19061001204,Census Tract 12.04; Dubuque County; Iowa,2187,1158,1029,86,2730,0,150,96,0,0,12,12,0,2472,2816,206,233,173,327,255,266,84,153,381,365,179,95,1447,1369,46,99,2187,52.9,47.1,3.1,96.9,0,5.3,3.4,0,0,0.4,0.4,0,87.8,2816,7.3,8.3,6.1,11.6,9.1,9.4,3,5.4,13.5,13,6.4,51.4,48.6,3.5
1400000US19061001205,Census Tract 12.05; Dubuque County; Iowa,3245,1723,1522,13,4289,0,224,19,259,6,201,194,7,3580,4302,128,369,234,595,392,489,224,196,236,614,487,178,2278,2024,45.6,160,3245,53.1,46.9,0.3,99.7,0,5.2,0.4,6,0.1,4.7,4.5,0.2,83.2,4302,3,8.6,5.4,13.8,9.1,11.4,5.2,4.6,5.5,14.3,11.3,53,47,3.7
1400000US19061010101,Census Tract 101.01; Dubuque County; Iowa,1751,873,878,88,2218,0,16,0,0,0,0,0,0,2202,2306,69,103,211,345,236,229,220,129,176,280,121,42,1225,1081,37.1,145,1751,49.9,50.1,3.8,96.2,0,0.7,0,0,0,0,0,0,95.5,2306,3,4.5,9.2,15,10.2,9.9,9.5,5.6,7.6,12.1,5.2,53.1,46.9,6.3
1400000US19061010103,Census Tract 101.03; Dubuque County; Iowa,2875,1516,1359,36,3594,0,49,242,0,0,0,0,0,3303,3630,174,166,243,391,488,286,227,303,274,555,223,86,1964,1666,40.1,214,2875,52.7,47.3,1,99,0,1.3,6.7,0,0,0,0,0,91,3630,4.8,4.6,6.7,10.8,13.4,7.9,6.3,8.3,7.5,15.3,6.1,54.1,45.9,5.9
1400000US19061010104,Census Tract 101.04; Dubuque County; Iowa,4145,2036,2109,39,5878,0,65,90,0,0,189,169,20,5534,5917,293,624,108,678,908,756,429,283,397,579,213,28,3047,2870,36.8,621,4145,49.1,50.9,0.7,99.3,0,1.1,1.5,0,0,3.2,2.9,0.3,93.5,5917,5,10.5,1.8,11.5,15.3,12.8,7.3,4.8,6.7,9.8,3.6,51.5,48.5,10.5
1400000US19061010105,Census Tract 101.05; Dubuque County; Iowa,2975,1423,1552,168,3915,2,0,68,0,0,0,0,0,3845,4083,302,487,120,246,487,822,299,372,243,331,133,54,1924,2159,43.4,187,2975,47.8,52.2,4.1,95.9,0,0,1.7,0,0,0,0,0,94.2,4083,7.4,11.9,2.9,6,11.9,20.1,7.3,9.1,6,8.1,3.3,47.1,52.9,4.6
1400000US19061010201,Census Tract 102.01; Dubuque County; Iowa,4337,2279,2058,49,6280,0,83,75,6,15,60,60,0,6041,6329,780,386,181,423,1163,670,555,480,582,434,190,166,3154,3175,39,319,4337,52.5,47.5,0.8,99.2,0,1.3,1.2,0.1,0.2,0.9,0.9,0,95.4,6329,12.3,6.1,2.9,6.7,18.4,10.6,8.8,7.6,9.2,6.9,3,49.8,50.2,5
1400000US19061010202,Census Tract 102.02; Dubuque County; Iowa,3310,1712,1598,75,4453,0,0,41,0,0,68,68,0,4344,4528,447,341,261,546,452,581,264,252,334,519,131,67,2243,2285,36.5,333,3310,51.7,48.3,1.7,98.3,0,0,0.9,0,0,1.5,1.5,0,95.9,4528,9.9,7.5,5.8,12.1,10,12.8,5.8,5.6,7.4,11.5,2.9,49.5,50.5,7.4
1400000US19061010300,Census Tract 103; Dubuque County; Iowa,2481,1129,1352,149,3219,0,8,0,0,4,6,6,0,3201,3368,293,244,125,418,421,418,242,226,253,395,93,34,1424,1944,37.7,206,2481,45.5,54.5,4.4,95.6,0,0.2,0,0,0.1,0.2,0.2,0,95,3368,8.7,7.2,3.7,12.4,12.5,12.4,7.2,6.7,7.5,11.7,2.8,42.3,57.7,6.1
1400000US19061010400,Census Tract 104; Dubuque County; Iowa,2888,1361,1527,143,3900,1,1,7,8,10,10,9,1,3863,4043,308,254,130,455,488,405,461,307,239,411,203,140,1952,2091,38.9,242,2888,47.1,52.9,3.5,96.5,0,0,0.2,0.2,0.2,0.2,0.2,0,95.5,4043,7.6,6.3,3.2,11.3,12.1,10,11.4,7.6,5.9,10.2,5,48.3,51.7,6
1400000US19061010500,Census Tract 105; Dubuque County; Iowa,3417,1805,1612,277,4301,0,21,92,0,0,4,4,0,4184,4578,212,258,255,383,479,655,339,443,372,375,340,130,2247,2331,45.9,337,3417,52.8,47.2,6.1,93.9,0,0.5,2,0,0,0.1,0.1,0,91.4,4578,4.6,5.6,5.6,8.4,10.5,14.3,7.4,9.7,8.1,8.2,7.4,49.1,50.9,7.4
1400000US19061010600,Census Tract 106; Dubuque County; Iowa,2515,1216,1299,11,3280,0,41,4,0,0,46,40,6,3189,3291,230,192,176,510,210,514,246,172,252,339,195,67,1643,1648,41.3,188,2515,48.3,51.7,0.3,99.7,0,1.2,0.1,0,0,1.4,1.2,0.2,96.9,3291,7,5.8,5.3,15.5,6.4,15.6,7.5,5.2,7.7,10.3,5.9,49.9,50.1,5.7
1400000US19063070100,Census Tract 701; Emmet County; Iowa,1322,696,626,18,1593,0,2,12,0,0,70,70,0,1509,1611,86,78,51,198,153,161,89,104,129,316,114,66,813,798,52.8,66,1322,52.6,47.4,1.1,98.9,0,0.1,0.7,0,0,4.3,4.3,0,93.7,1611,5.3,4.8,3.2,12.3,9.5,10,5.5,6.5,8,19.6,7.1,50.5,49.5,4.1
1400000US19063070200,Census Tract 702; Emmet County; Iowa,1277,636,641,98,1533,12,0,41,0,23,0,0,0,1457,1631,126,173,53,138,180,176,68,138,127,269,102,32,823,808,47.9,49,1277,49.8,50.2,6,94,0.7,0,2.5,0,1.4,0,0,0,89.3,1631,7.7,10.6,3.2,8.5,11,10.8,4.2,8.5,7.8,16.5,6.3,50.5,49.5,3
1400000US19063070300,Census Tract 703; Emmet County; Iowa,2501,1236,1265,119,2841,11,21,71,0,0,43,43,0,2695,2960,143,438,218,244,354,292,132,163,222,303,206,145,1472,1488,38.7,100,2501,49.4,50.6,4,96,0.4,0.7,2.4,0,0,1.5,1.5,0,91,2960,4.8,14.8,7.4,8.2,12,9.9,4.5,5.5,7.5,10.2,7,49.7,50.3,3.4
1400000US19063070400,Census Tract 704; Emmet County; Iowa,2267,1168,1099,687,2460,0,0,203,8,0,140,90,50,2109,3147,122,145,60,377,370,426,296,261,309,356,198,49,1606,1541,45.4,178,2267,51.5,48.5,21.8,78.2,0,0,6.5,0.3,0,4.4,2.9,1.6,67,3147,3.9,4.6,1.9,12,11.8,13.5,9.4,8.3,9.8,11.3,6.3,51,49,5.7
