GEO_ID,NAME,DP02_0124E,DP02_0059E,DP02_0061E,DP02_0064E,DP02_0065E,DP02_0068E,DP02_0066E,DP02_0062E,DP02_0067E,DP02_0060E,DP02_0063E,DP02_0001E,DP02_0017E,DP02_0016E,DP02_0004E,DP02_0010E,DP02_0015E,DP02_0006E,DP02_0002E,DP02_0081E,DP02_0087E,DP02_0082E,DP02_0084E,DP02_0086E,DP02_0085E,DP02_0083E,DP02_0080E,DP02_0059PE,DP02_0061PE,DP02_0064PE,DP02_0065PE,DP02_0068PE,DP02_0066PE,DP02_0062PE,DP02_0067PE,DP02_0060PE,DP02_0063PE,DP02_0004PE,DP02_0010PE,DP02_0015PE,DP02_0006PE,DP02_0002PE,DP02_0079PE,DP02_0081PE,DP02_0087PE,DP02_0082PE,DP02_0084PE,DP02_0086PE,DP02_0085PE,DP02_0083PE,DP02_0080PE
1400000US19061010201,Census Tract 102.01; Dubuque County; Iowa,6329,4108,107,429,1063,1550,487,1241,3948,53,728,2224,3.19,2.85,105,315,504,280,1524,209,0,209,70,34,36,139,6056,4108,2.6,10.4,25.9,37.7,11.9,30.2,96.1,1.3,17.7,4.7,14.2,22.7,12.6,68.5,6265,3.3,0,3.3,1.1,0.5,0.6,2.2,96.7
1400000US19061010202,Census Tract 102.02; Dubuque County; Iowa,4528,2882,99,377,482,676,194,1140,2744,39,551,1698,3.14,2.62,68,328,479,212,1090,343,0,343,160,79,81,183,4129,2882,3.4,13.1,16.7,23.5,6.7,39.6,95.2,1.4,19.1,4,19.3,28.2,12.5,64.2,4472,7.7,0,7.7,3.6,1.8,1.8,4.1,92.3
1400000US19061010300,Census Tract 103; Dubuque County; Iowa,3368,2258,84,441,280,437,157,866,2110,64,366,1265,3.02,2.66,38,96,367,252,879,278,0,278,26,13,13,252,3080,2258,3.7,19.5,12.4,19.4,7,38.4,93.4,2.8,16.2,3,7.6,29,19.9,69.5,3358,8.3,0,8.3,0.8,0.4,0.4,7.5,91.7
1400000US19061010400,Census Tract 104; Dubuque County; Iowa,4043,2648,71,418,408,603,195,1061,2493,84,411,1543,3.24,2.58,65,234,511,390,854,318,1,317,163,116,47,154,3694,2648,2.7,15.8,15.4,22.8,7.4,40.1,94.1,3.2,15.5,4.2,15.2,33.1,25.3,55.3,4012,7.9,0,7.9,4.1,2.9,1.2,3.8,92.1
1400000US19061010500,Census Tract 105; Dubuque County; Iowa,4578,3177,111,402,498,645,147,1409,2956,110,500,1873,2.93,2.42,109,439,595,202,1123,409,0,409,129,29,100,280,4066,3177,3.5,12.7,15.7,20.3,4.6,44.4,93,3.5,15.7,5.8,23.4,31.8,10.8,60,4475,9.1,0,9.1,2.9,0.6,2.2,6.3,90.9
1400000US19061010600,Census Tract 106; Dubuque County; Iowa,3291,2259,57,343,329,519,190,884,2111,91,365,1213,3.16,2.71,95,96,392,208,814,345,9,336,31,2,29,305,2936,2259,2.5,15.2,14.6,23,8.4,39.1,93.4,4,16.2,7.8,7.9,32.3,17.1,67.1,3281,10.5,0.3,10.2,0.9,0.1,0.9,9.3,89.5
1400000US19063070100,Census Tract 701; Emmet County; Iowa,1611,1241,37,224,122,160,38,449,1186,18,353,731,2.74,2.14,83,202,315,134,312,157,2,155,111,37,74,44,1433,1241,3,18,9.8,12.9,3.1,36.2,95.6,1.5,28.4,11.4,27.6,43.1,18.3,42.7,1590,9.9,0.1,9.7,7,2.3,4.7,2.8,90.1
1400000US19063070200,Census Tract 702; Emmet County; Iowa,1631,1162,39,244,221,273,52,425,1114,9,172,660,2.79,2.36,78,75,242,102,405,248,0,248,161,83,78,87,1378,1162,3.4,21,19,23.5,4.5,36.6,95.9,0.8,14.8,11.8,11.4,36.7,15.5,61.4,1626,15.3,0,15.3,9.9,5.1,4.8,5.4,84.7
1400000US19063070300,Census Tract 703; Emmet County; Iowa,2960,1929,186,274,202,230,28,739,1707,36,464,1226,2.73,1.94,136,329,440,308,453,403,0,403,309,211,98,94,2545,1929,9.6,14.2,10.5,11.9,1.5,38.3,88.5,1.9,24.1,11.1,26.8,35.9,25.1,36.9,2948,13.7,0,13.7,10.5,7.2,3.3,3.2,86.3
1400000US19063070400,Census Tract 704; Emmet County; Iowa,3147,2346,311,411,190,352,162,616,1820,215,441,1264,3.01,2.47,123,385,432,237,519,199,0,199,90,53,37,109,2868,2346,13.3,17.5,8.1,15,6.9,26.3,77.6,9.2,18.8,9.7,30.5,34.2,18.8,41.1,3067,6.5,0,6.5,2.9,1.7,1.2,3.6,93.5
1400000US19065080100,Census Tract 801; Fayette County; Iowa,2630,1758,68,257,316,427,111,628,1637,53,325,1161,3.07,2.14,71,389,447,227,474,395,0,395,247,41,206,148,2182,1758,3.9,14.6,18,24.3,6.3,35.7,93.1,3,18.5,6.1,33.5,38.5,19.6,40.8,2577,15.3,0,15.3,9.6,1.6,8,5.7,84.7
1400000US19065080200,Census Tract 802; Fayette County; Iowa,3415,2215,77,296,315,448,133,929,2058,80,385,1340,2.97,2.26,55,194,460,372,719,482,24,458,263,187,76,195,2825,2215,3.5,13.4,14.2,20.2,6,41.9,92.9,3.6,17.4,4.1,14.5,34.3,27.8,53.7,3307,14.6,0.7,13.8,8,5.7,2.3,5.9,85.4
1400000US19065080300,Census Tract 803; Fayette County; Iowa,2403,1696,111,196,230,294,64,694,1564,21,380,984,2.9,2.44,73,177,325,164,570,215,2,213,120,87,33,93,2166,1696,6.5,11.6,13.6,17.3,3.8,40.9,92.2,1.2,22.4,7.4,18,33,16.7,57.9,2381,9,0.1,8.9,5,3.7,1.4,3.9,91
1400000US19065080400,Census Tract 804; Fayette County; Iowa,3109,2301,109,244,182,264,82,1076,2113,79,529,1321,2.59,2.34,145,387,439,169,620,526,57,469,60,6,54,409,2515,2301,4.7,10.6,7.9,11.5,3.6,46.8,91.8,3.4,23,11,29.3,33.2,12.8,46.9,3041,17.3,1.9,15.4,2,0.2,1.8,13.4,82.7
1400000US19065080500,Census Tract 805; Fayette County; Iowa,2976,2224,181,223,193,336,143,1034,2001,42,408,1394,3.22,2.03,63,529,601,374,428,451,10,441,259,149,110,182,2520,2224,8.1,10,8.7,15.1,6.4,46.5,90,1.9,18.3,4.5,37.9,43.1,26.8,30.7,2971,15.2,0.3,14.8,8.7,5,3.7,6.1,84.8
1400000US19065080600,Census Tract 806; Fayette County; Iowa,2088,1524,24,222,231,274,43,631,1474,26,347,905,2.88,2.31,51,218,365,100,536,114,0,114,54,3,51,60,1960,1524,1.6,14.6,15.2,18,2.8,41.4,96.7,1.7,22.8,5.6,24.1,40.3,11,59.2,2074,5.5,0,5.5,2.6,0.1,2.5,2.9,94.5
1400000US19065080700,Census Tract 807; Fayette County; Iowa,2898,1883,50,251,217,292,75,738,1787,46,506,1123,3.03,2.58,125,177,379,136,685,189,0,189,61,10,51,128,2692,1883,2.7,13.3,11.5,15.5,4,39.2,94.9,2.4,26.9,11.1,15.8,33.7,12.1,61,2881,6.6,0,6.6,2.1,0.3,1.8,4.4,93.4
1400000US19067480100,Census Tract 4801; Floyd County; Iowa,2644,1788,95,146,222,253,31,908,1581,112,274,1104,3.1,2.38,70,131,345,284,619,34,0,34,18,2,16,16,2598,1788,5.3,8.2,12.4,14.1,1.7,50.8,88.4,6.3,15.3,6.3,11.9,31.3,25.7,56.1,2632,1.3,0,1.3,0.7,0.1,0.6,0.6,98.7
1400000US19067480200,Census Tract 4802; Floyd County; Iowa,2653,1763,39,318,235,335,100,644,1712,12,415,1013,3.14,2.55,85,178,382,153,597,341,0,341,224,14,210,117,2275,1763,2.2,18,13.3,19,5.7,36.5,97.1,0.7,23.5,8.4,17.6,37.7,15.1,58.9,2616,13,0,13,8.6,0.5,8,4.5,87
1400000US19067480300,Census Tract 4803; Floyd County; Iowa,2515,1687,64,346,221,279,58,693,1604,19,286,1009,3.05,2.49,102,176,326,190,541,369,3,366,297,4,293,69,2109,1687,3.8,20.5,13.1,16.5,3.4,41.1,95.1,1.1,17,10.1,17.4,32.3,18.8,53.6,2478,14.9,0.1,14.8,12,0.2,11.8,2.8,85.1
1400000US19067480400,Census Tract 4804; Floyd County; Iowa,3223,2202,105,367,189,295,106,864,1981,116,455,1416,2.95,2.28,57,442,367,353,564,218,0,218,49,0,49,169,2955,2202,4.8,16.7,8.6,13.4,4.8,39.2,90,5.3,20.7,4,31.2,25.9,24.9,39.8,3173,6.9,0,6.9,1.5,0,1.5,5.3,93.1
1400000US19067480500,Census Tract 4805; Floyd County; Iowa,4566,3435,46,361,554,818,264,1332,3256,133,745,2058,2.89,2.12,49,682,857,388,939,703,14,689,434,149,285,255,3791,3435,1.3,10.5,16.1,23.8,7.7,38.8,94.8,3.9,21.7,2.4,33.1,41.6,18.9,45.6,4494,15.6,0.3,15.3,9.7,3.3,6.3,5.7,84.4
1400000US19069360100,Census Tract 3601; Franklin County; Iowa,3071,2204,61,310,353,432,79,943,2131,12,446,1350,2.82,2.25,61,276,444,293,720,390,10,380,167,13,154,213,2629,2204,2.8,14.1,16,19.6,3.6,42.8,96.7,0.5,20.2,4.5,20.4,32.9,21.7,53.3,3019,12.9,0.3,12.6,5.5,0.4,5.1,7.1,87.1
1400000US19069360200,Census Tract 3602; Franklin County; Iowa,4440,3010,158,228,355,475,120,1242,2706,146,761,1794,3.18,2.4,131,386,647,404,873,308,0,308,118,41,77,190,4051,3010,5.2,7.6,11.8,15.8,4,41.3,89.9,4.9,25.3,7.3,21.5,36.1,22.5,48.7,4359,7.1,0,7.1,2.7,0.9,1.8,4.4,92.9
1400000US19069360300,Census Tract 3603; Franklin County; Iowa,2504,1734,60,311,345,381,36,518,1583,91,373,958,2.92,2.61,35,89,312,142,692,56,0,56,26,2,24,30,2369,1734,3.5,17.9,19.9,22,2.1,29.9,91.3,5.2,21.5,3.7,9.3,32.6,14.8,72.2,2425,2.3,0,2.3,1.1,0.1,1,1.2,97.7
1400000US19071970100,Census Tract 9701; Fremont County; Iowa,1930,1439,46,292,187,232,45,496,1379,14,359,836,2.87,2.31,104,135,278,151,446,236,7,229,105,29,76,124,1684,1439,3.2,20.3,13,16.1,3.1,34.5,95.8,1,24.9,12.4,16.1,33.3,18.1,53.3,1920,12.3,0.4,11.9,5.5,1.5,4,6.5,87.7
1400000US19071970200,Census Tract 9702; Fremont County; Iowa,2619,1814,71,209,383,455,72,642,1725,18,419,1021,3.01,2.44,116,235,418,123,547,269,0,269,89,30,59,180,2320,1814,3.9,11.5,21.1,25.1,4,35.4,95.1,1,23.1,11.4,23,40.9,12,53.6,2589,10.4,0,10.4,3.4,1.2,2.3,7,89.6
1400000US19071970300,Census Tract 9703; Fremont County; Iowa,2090,1485,60,229,195,221,26,563,1393,32,380,879,3.07,2.38,44,139,252,216,480,156,2,154,55,46,9,99,1923,1485,4,15.4,13.1,14.9,1.8,37.9,93.8,2.2,25.6,5,15.8,28.7,24.6,54.6,2079,7.5,0.1,7.4,2.6,2.2,0.4,4.8,92.5
1400000US19073080100,Census Tract 801; Greene County; Iowa,1556,1079,60,155,145,164,19,431,1006,13,256,646,2.87,2.41,94,128,176,123,301,206,0,206,110,8,102,96,1336,1079,5.6,14.4,13.4,15.2,1.8,39.9,93.2,1.2,23.7,14.6,19.8,27.2,19,46.6,1542,13.4,0,13.4,7.1,0.5,6.6,6.2,86.6
1400000US19073080200,Census Tract 802; Greene County; Iowa,2404,1785,117,341,219,356,137,671,1644,24,276,1101,3.03,2.12,56,408,537,172,465,293,0,293,240,69,171,53,2111,1785,6.6,19.1,12.3,19.9,7.7,37.6,92.1,1.3,15.5,5.1,37.1,48.8,15.6,42.2,2404,12.2,0,12.2,10,2.9,7.1,2.2,87.8
1400000US19073080300,Census Tract 803; Greene County; Iowa,3076,2196,71,293,351,482,131,678,2059,66,606,1339,2.97,2.25,41,563,549,154,581,278,0,278,159,31,128,119,2766,2196,3.2,13.3,16,21.9,6,30.9,93.8,3,27.6,3.1,42,41,11.5,43.4,3044,9.1,0,9.1,5.2,1,4.2,3.9,90.9
1400000US19073080500,Census Tract 805; Greene County; Iowa,1765,1158,60,141,178,223,45,403,1084,14,317,751,2.73,2.35,54,121,245,166,410,262,3,259,85,11,74,174,1483,1158,5.2,12.2,15.4,19.3,3.9,34.8,93.6,1.2,27.4,7.2,16.1,32.6,22.1,54.6,1745,15,0.2,14.8,4.9,0.6,4.2,10,85
1400000US19075960100,Census Tract 9601; Grundy County; Iowa,4427,2942,111,528,626,871,245,797,2788,43,592,1839,2.9,2.39,151,307,548,313,1068,508,2,506,379,69,310,127,3852,2942,3.8,17.9,21.3,29.6,8.3,27.1,94.8,1.5,20.1,8.2,16.7,29.8,17,58.1,4360,11.7,0,11.6,8.7,1.6,7.1,2.9,88.3
1400000US19075960200,Census Tract 9602; Grundy County; Iowa,2751,2027,29,365,330,398,68,830,1991,7,398,1171,2.79,2.35,46,120,410,209,796,186,3,183,98,3,95,85,2545,2027,1.4,18,16.3,19.6,3.4,40.9,98.2,0.3,19.6,3.9,10.2,35,17.8,68,2731,6.8,0.1,6.7,3.6,0.1,3.5,3.1,93.2
1400000US19075960300,Census Tract 9603; Grundy County; Iowa,3087,2036,90,279,458,583,125,718,1910,36,330,1191,3.03,2.53,110,338,426,128,615,279,0,279,150,49,101,129,2799,2036,4.4,13.7,22.5,28.6,6.1,35.3,93.8,1.8,16.2,9.2,28.4,35.8,10.7,51.6,3078,9.1,0,9.1,4.9,1.6,3.3,4.2,90.9
1400000US19075960400,Census Tract 9604; Grundy County; Iowa,2086,1575,26,185,264,391,127,524,1535,14,435,861,2.85,2.37,44,143,346,143,531,201,0,201,102,25,77,99,1871,1575,1.7,11.7,16.8,24.8,8.1,33.3,97.5,0.9,27.6,5.1,16.6,40.2,16.6,61.7,2072,9.7,0,9.7,4.9,1.2,3.7,4.8,90.3
1400000US19077950100,Census Tract 9501; Guthrie County; Iowa,4073,2907,94,460,515,697,182,853,2781,32,771,1698,2.77,2.36,60,300,660,200,1138,271,0,271,114,8,106,157,3782,2907,3.2,15.8,17.7,24,6.3,29.3,95.7,1.1,26.5,3.5,17.7,38.9,11.8,67,4053,6.7,0,6.7,2.8,0.2,2.6,3.9,93.3
1400000US19077950200,Census Tract 9502; Guthrie County; Iowa,2174,1557,38,215,199,249,50,751,1506,13,291,954,2.7,2.27,37,166,355,152,599,246,8,238,219,91,128,19,1908,1557,2.4,13.8,12.8,16,3.2,48.2,96.7,0.8,18.7,3.9,17.4,37.2,15.9,62.8,2154,11.4,0.4,11,10.2,4.2,5.9,0.9,88.6
1400000US19077950300,Census Tract 9503; Guthrie County; Iowa,4372,3139,192,447,454,700,246,993,2879,68,739,1866,2.71,2.3,191,354,631,306,1015,629,6,623,368,78,290,255,3721,3139,6.1,14.2,14.5,22.3,7.8,31.6,91.7,2.2,23.5,10.2,19,33.8,16.4,54.4,4350,14.5,0.1,14.3,8.5,1.8,6.7,5.9,85.5
1400000US19079960100,Census Tract 9601; Hamilton County; Iowa,1836,1306,61,237,301,348,47,366,1223,22,272,721,3.01,2.55,53,136,261,116,416,98,1,97,72,17,55,25,1723,1306,4.7,18.1,23,26.6,3.6,28,93.6,1.7,20.8,7.4,18.9,36.2,16.1,57.7,1821,5.4,0.1,5.3,4,0.9,3,1.4,94.6
1400000US19079960200,Census Tract 9602; Hamilton County; Iowa,3224,2244,65,434,444,600,156,599,2173,6,540,1298,3.04,2.48,98,260,361,178,762,186,6,180,65,12,53,115,3022,2244,2.9,19.3,19.8,26.7,7,26.7,96.8,0.3,24.1,7.6,20,27.8,13.7,58.7,3208,5.8,0.2,5.6,2,0.4,1.7,3.6,94.2
1400000US19079960300,Census Tract 9603; Hamilton County; Iowa,2973,1947,71,309,339,418,79,695,1819,57,397,1239,3.14,2.32,110,389,388,258,482,370,0,370,97,2,95,273,2573,1947,3.6,15.9,17.4,21.5,4.1,35.7,93.4,2.9,20.4,8.9,31.4,31.3,20.8,38.9,2943,12.6,0,12.6,3.3,0.1,3.2,9.3,87.4
1400000US19079960400,Census Tract 9604; Hamilton County; Iowa,4935,3656,173,480,602,782,180,1366,3218,265,590,2131,2.99,2.29,231,381,812,536,983,464,88,376,197,23,174,179,4402,3656,4.7,13.1,16.5,21.4,4.9,37.4,88,7.2,16.1,10.8,17.9,38.1,25.2,46.1,4866,9.5,1.8,7.7,4,0.5,3.6,3.7,90.5
1400000US19079960500,Census Tract 9605; Hamilton County; Iowa,2011,1439,53,171,185,237,52,613,1378,8,357,814,3.13,2.41,38,231,329,166,379,91,0,91,59,15,44,32,1906,1439,3.7,11.9,12.9,16.5,3.6,42.6,95.8,0.6,24.8,4.7,28.4,40.4,20.4,46.6,1997,4.6,0,4.6,3,0.8,2.2,1.6,95.4
1400000US19081270100,Census Tract 2701; Hancock County; Iowa,3790,2832,206,438,516,614,98,828,2558,68,678,1618,2.72,2.29,72,340,645,211,995,256,0,256,228,75,153,28,3481,2832,7.3,15.5,18.2,21.7,3.5,29.2,90.3,2.4,23.9,4.4,21,39.9,13,61.5,3737,6.9,0,6.9,6.1,2,4.1,0.7,93.1
1400000US19081270200,Census Tract 2702; Hancock County; Iowa,2520,1726,119,302,183,226,43,688,1607,0,391,1003,2.94,2.47,33,92,312,211,667,331,0,331,324,243,81,7,2183,1726,6.9,17.5,10.6,13.1,2.5,39.9,93.1,0,22.7,3.3,9.2,31.1,21,66.5,2514,13.2,0,13.2,12.9,9.7,3.2,0.3,86.8
1400000US19081270300,Census Tract 2703; Hancock County; Iowa,2455,1768,155,216,270,356,86,727,1578,35,279,1084,2.59,2.17,56,227,413,222,579,330,0,330,97,37,60,233,2095,1768,8.8,12.2,15.3,20.1,4.9,41.1,89.3,2,15.8,5.2,20.9,38.1,20.5,53.4,2425,13.6,0,13.6,4,1.5,2.5,9.6,86.4
1400000US19081270400,Census Tract 2704; Hancock County; Iowa,2025,1357,75,145,293,355,62,529,1274,8,245,877,2.89,2.29,98,195,261,130,454,204,0,204,49,10,39,155,1798,1357,5.5,10.7,21.6,26.2,4.6,39,93.9,0.6,18.1,11.2,22.2,29.8,14.8,51.8,2002,10.2,0,10.2,2.4,0.5,1.9,7.7,89.8
1400000US19083480100,Census Tract 4801; Hardin County; Iowa,2489,1829,98,259,265,385,120,594,1657,74,419,1053,2.93,2.31,75,251,335,195,532,243,0,243,71,24,47,172,2223,1829,5.4,14.2,14.5,21,6.6,32.5,90.6,4,22.9,7.1,23.8,31.8,18.5,50.5,2466,9.9,0,9.9,2.9,1,1.9,7,90.1
1400000US19083480200,Census Tract 4802; Hardin County; Iowa,2219,1770,74,206,142,245,103,845,1664,32,368,1092,3.17,1.97,79,314,391,341,358,245,0,245,160,75,85,85,1974,1770,4.2,11.6,8,13.8,5.8,47.7,94,1.8,20.8,7.2,28.8,35.8,31.2,32.8,2219,11,0,11,7.2,3.4,3.8,3.8,89
1400000US19083480300,Census Tract 4803; Hardin County; Iowa,3385,2247,61,271,395,634,239,647,2154,32,602,1350,2.77,2.27,72,322,466,242,714,439,44,395,238,34,204,157,2920,2247,2.7,12.1,17.6,28.2,10.6,28.8,95.9,1.4,26.8,5.3,23.9,34.5,17.9,52.9,3359,13.1,1.3,11.8,7.1,1,6.1,4.7,86.9
1400000US19083480400,Census Tract 4804; Hardin County; Iowa,2922,2302,102,390,347,438,91,806,2193,7,559,1234,2.92,2.37,63,193,462,223,755,121,12,109,31,14,17,78,2742,2302,4.4,16.9,15.1,19,4,35,95.3,0.3,24.3,5.1,15.6,37.4,18.1,61.2,2863,4.2,0.4,3.8,1.1,0.5,0.6,2.7,95.8
1400000US19083480500,Census Tract 4805; Hardin County; Iowa,2928,2129,62,314,448,508,60,772,2031,36,437,1205,3.08,2.38,76,236,427,210,683,119,18,101,66,1,65,35,2793,2129,2.9,14.7,21,23.9,2.8,36.3,95.4,1.7,20.5,6.3,19.6,35.4,17.4,56.7,2912,4.1,0.6,3.5,2.3,0,2.2,1.2,95.9
1400000US19083480600,Census Tract 4806; Hardin County; Iowa,2918,2051,163,301,248,356,108,644,1812,76,511,1095,2.94,2.46,52,313,397,170,560,407,0,407,153,68,85,254,2502,2051,7.9,14.7,12.1,17.4,5.3,31.4,88.3,3.7,24.9,4.7,28.6,36.3,15.5,51.1,2909,14,0,14,5.3,2.3,2.9,8.7,86
1400000US19085290100,Census Tract 2901; Harrison County; Iowa,2720,1885,98,164,308,367,59,809,1733,54,393,1146,2.88,2.33,94,173,383,269,610,214,0,214,147,76,71,67,2486,1885,5.2,8.7,16.3,19.5,3.1,42.9,91.9,2.9,20.8,8.2,15.1,33.4,23.5,53.2,2700,7.9,0,7.9,5.4,2.8,2.6,2.5,92.1
1400000US19085290200,Census Tract 2902; Harrison County; Iowa,3295,2242,107,222,325,421,96,827,2098,37,628,1290,2.95,2.5,60,202,397,244,784,235,7,228,173,101,72,55,3015,2242,4.8,9.9,14.5,18.8,4.3,36.9,93.6,1.7,28,4.7,15.7,30.8,18.9,60.8,3250,7.2,0.2,7,5.3,3.1,2.2,1.7,92.8
1400000US19085290300,Census Tract 2903; Harrison County; Iowa,2732,1936,120,184,352,481,129,691,1783,33,427,1090,2.81,2.46,74,150,347,155,711,185,0,185,88,75,13,97,2523,1936,6.2,9.5,18.2,24.8,6.7,35.7,92.1,1.7,22.1,6.8,13.8,31.8,14.2,65.2,2708,6.8,0,6.8,3.2,2.8,0.5,3.6,93.2
1400000US19085290400,Census Tract 2904; Harrison County; Iowa,3301,2282,168,163,236,407,171,906,2092,22,616,1437,2.83,2.22,80,427,408,271,659,462,0,462,252,129,123,210,2796,2282,7.4,7.1,10.3,17.8,7.5,39.7,91.7,1,27,5.6,29.7,28.4,18.9,45.9,3258,14.2,0,14.2,7.7,4,3.8,6.4,85.8
1400000US19085290500,Census Tract 2905; Harrison County; Iowa,2575,1821,28,298,308,418,110,607,1756,37,433,1000,2.75,2.56,44,126,307,65,765,152,2,150,113,91,22,37,2418,1821,1.5,16.4,16.9,23,6,33.3,96.4,2,23.8,4.4,12.6,30.7,6.5,76.5,2570,5.9,0.1,5.8,4.4,3.5,0.9,1.4,94.1
1400000US19087970100,Census Tract 9701; Henry County; Iowa,3752,2716,102,278,378,570,192,959,2598,16,791,1519,3.02,2.42,94,372,589,208,845,418,0,418,262,80,182,156,3280,2716,3.8,10.2,13.9,21,7.1,35.3,95.7,0.6,29.1,6.2,24.5,38.8,13.7,55.6,3698,11.3,0,11.3,7.1,2.2,4.9,4.2,88.7
1400000US19087970200,Census Tract 9702; Henry County; Iowa,2909,2085,107,321,311,426,115,829,1955,23,379,1119,2.91,2.6,98,200,378,179,642,131,0,131,56,35,21,75,2765,2085,5.1,15.4,14.9,20.4,5.5,39.8,93.8,1.1,18.2,8.8,17.9,33.8,16,57.4,2896,4.5,0,4.5,1.9,1.2,0.7,2.6,95.5
1400000US19087970300,Census Tract 9703; Henry County; Iowa,4363,2636,76,337,553,736,183,781,2404,156,550,1607,2.98,2.42,60,515,541,287,745,570,23,547,431,163,268,116,3760,2636,2.9,12.8,21,27.9,6.9,29.6,91.2,5.9,20.9,3.7,32,33.7,17.9,46.4,4330,13.2,0.5,12.6,10,3.8,6.2,2.7,86.8
1400000US19087970400,Census Tract 9704; Henry County; Iowa,5473,3944,377,369,587,908,321,1304,3344,223,763,1912,2.87,2.34,97,412,646,354,1049,929,0,929,874,96,778,55,4521,3944,9.6,9.4,14.9,23,8.1,33.1,84.8,5.7,19.3,5.1,21.5,33.8,18.5,54.9,5450,17,0,17,16,1.8,14.3,1,83
1400000US19087970500,Census Tract 9705; Henry County; Iowa,3939,2550,109,357,386,537,151,917,2396,45,585,1485,3.16,2.63,130,352,525,243,760,292,11,281,99,15,84,182,3609,2550,4.3,14,15.1,21.1,5.9,36,94,1.8,22.9,8.8,23.7,35.4,16.4,51.2,3901,7.5,0.3,7.2,2.5,0.4,2.2,4.7,92.5
1400000US19089960100,Census Tract 9601; Howard County; Iowa,3964,2744,116,319,429,577,148,1215,2609,19,498,1525,3.09,2.51,101,245,480,307,872,625,10,615,246,144,102,369,3252,2744,4.2,11.6,15.6,21,5.4,44.3,95.1,0.7,18.1,6.6,16.1,31.5,20.1,57.2,3877,16.1,0.3,15.9,6.3,3.7,2.6,9.5,83.9
1400000US19089960200,Census Tract 9602; Howard County; Iowa,2796,1930,53,230,313,358,45,799,1735,142,348,1054,3.13,2.61,80,159,349,163,652,99,0,99,36,2,34,63,2646,1930,2.7,11.9,16.2,18.5,2.3,41.4,89.9,7.4,18,7.6,15.1,33.1,15.5,61.9,2745,3.6,0,3.6,1.3,0.1,1.2,2.3,96.4
1400000US19089960300,Census Tract 9603; Howard County; Iowa,2719,1707,46,281,241,290,49,608,1529,132,350,1057,3.24,2.54,127,228,394,174,528,178,3,175,129,25,104,46,2499,1707,2.7,16.5,14.1,17,2.9,35.6,89.6,7.7,20.5,12,21.6,37.3,16.5,50,2677,6.6,0.1,6.5,4.8,0.9,3.9,1.7,93.4
1400000US19091970100,Census Tract 9701; Humboldt County; Iowa,1899,1271,50,206,115,155,40,442,1204,17,401,812,2.73,2.34,98,86,244,181,447,108,0,108,81,4,77,27,1758,1271,3.9,16.2,9,12.2,3.1,34.8,94.7,1.3,31.5,12.1,10.6,30,22.3,55,1866,5.8,0,5.8,4.3,0.2,4.1,1.4,94.2
1400000US19091970200,Census Tract 9702; Humboldt County; Iowa,1785,1230,60,171,151,198,47,463,1104,66,272,738,3,2.42,72,168,260,134,364,191,6,185,85,5,80,100,1568,1230,4.9,13.9,12.3,16.1,3.8,37.6,89.8,5.4,22.1,9.8,22.8,35.2,18.2,49.3,1759,10.9,0.3,10.5,4.8,0.3,4.5,5.7,89.1
1400000US19091970300,Census Tract 9703; Humboldt County; Iowa,2993,1920,69,439,287,335,48,657,1845,6,414,1341,2.77,2.22,207,290,333,320,524,436,6,430,281,5,276,149,2510,1920,3.6,22.9,14.9,17.4,2.5,34.2,96.1,0.3,21.6,15.4,21.6,24.8,23.9,39.1,2946,14.8,0.2,14.6,9.5,0.2,9.4,5.1,85.2
1400000US19091970400,Census Tract 9704; Humboldt County; Iowa,2929,2231,120,452,410,533,123,905,2110,1,220,1322,2.84,2.13,38,425,542,237,622,596,0,596,371,206,165,225,2322,2231,5.4,20.3,18.4,23.9,5.5,40.6,94.6,0,9.9,2.9,32.1,41,17.9,47,2918,20.4,0,20.4,12.7,7.1,5.7,7.7,79.6
1400000US19093090100,Census Tract 901; Ida County; Iowa,2510,1573,114,254,329,394,65,504,1434,25,282,1052,2.81,2.33,88,216,353,201,547,412,0,412,241,5,236,171,2074,1573,7.2,16.1,20.9,25,4.1,32,91.2,1.6,17.9,8.4,20.5,33.6,19.1,52,2486,16.6,0,16.6,9.7,0.2,9.5,6.9,83.4
1400000US19093090200,Census Tract 902; Ida County; Iowa,2228,1523,69,223,147,203,56,697,1426,28,303,932,2.87,2.35,120,199,362,167,446,162,2,160,89,28,61,71,2035,1523,4.5,14.6,9.7,13.3,3.7,45.8,93.6,1.8,19.9,12.9,21.4,38.8,17.9,47.9,2197,7.4,0.1,7.3,4.1,1.3,2.8,3.2,92.6
1400000US19093090300,Census Tract 903; Ida County; Iowa,2231,1644,80,204,250,337,87,667,1550,14,342,1032,2.78,2.13,98,263,309,200,471,244,0,244,105,42,63,139,1971,1644,4.9,12.4,15.2,20.5,5.3,40.6,94.3,0.9,20.8,9.5,25.5,29.9,19.4,45.6,2215,11,0,11,4.7,1.9,2.8,6.3,89
1400000US19095960100,Census Tract 9601; Iowa County; Iowa,3931,2859,98,304,538,883,345,917,2685,76,581,1578,2.98,2.46,68,314,506,231,965,354,0,354,190,37,153,164,3569,2859,3.4,10.6,18.8,30.9,12.1,32.1,93.9,2.7,20.3,4.3,19.9,32.1,14.6,61.2,3923,9,0,9,4.8,0.9,3.9,4.2,91
